Data,Produto,Razão Não Conformidade,Tipo Não Conformidade,Rejeição (S/N),,,,,,,,
19/03/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
19/03/2019,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
19/03/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
19/03/2019,Bacalhau Crescido,Defeitos escala,Major,N,,,,,,,,
15/03/2019,Línguas,Temperatura elevada,Major,N,,,,,,,,
15/03/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
14/03/2019,Bacalhau Sortido 1-2,Peso,Minor,N,,,,,,,,
14/03/2019,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
13/03/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
13/03/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
12/03/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
12/03/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
12/03/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
07/03/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
04/03/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
04/03/2019,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
01/03/2019,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
27/02/2019,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
27/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
26/02/2019,Bacalhau Islândia Graúdo,Peso,Minor,S,,,,,,,,
26/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
25/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
25/02/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
22/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
21/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
21/02/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
20/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
19/02/2019,Bacalhau Sortido 1-2,Peso,Minor,N,,,,,,,,
19/02/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
19/02/2019,Bacalhau Especial,Peso,Minor,N,,,,,,,,
15/02/2019,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
15/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
13/02/2019,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
13/02/2019,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
13/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
12/02/2019,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
12/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
08/02/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
08/02/2019,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
08/02/2019,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
06/02/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
05/02/2019,Bacalhau Graúdo,Empoado,Major,N,,,,,,,,
31/01/2019,Bacalhau Especial,Peso,Minor,N,,,,,,,,
29/01/2019,Bacalhau Especial,Peso,Minor,N,,,,,,,,
28/01/2019,Bacalhau Pacífico Especial,Peso,Minor,S,,,,,,,,
24/01/2019,Bacalhau Especial,Excesso humidade,Major,N,,,,,,,,
14/01/2019,Paloco Pacífico Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
14/01/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
11/01/2019,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
11/01/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
08/01/2019,Bacalhau Especial,Peso,Minor,N,,,,,,,,
04/01/2019,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
03/01/2019,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
02/01/2019,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
27/12/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
26/12/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
21/12/2018,Bacalhau Crescido,Defeitos embalamento,Minor,N,,,,,,,,
21/12/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
20/12/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
20/12/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
19/12/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
18/12/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
18/12/2018,Bacalhau Islândia Especial,Defeitos embalamento,Minor,N,,,,,,,,
18/12/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
18/12/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
17/12/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
17/12/2018,Bacalhau Especial,Rastreabilidade,Minor,N,,,,,,,,
17/12/2018,Rabos de Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
17/12/2018,Caldeirada,Rastreabilidade,Minor,N,,,,,,,,
17/12/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
14/12/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
13/12/2018,Bacalhau Graúdo,Rastreabilidade,Minor,N,,,,,,,,
13/12/2018,Bacalhau Especial,Excesso humidade,Major,N,,,,,,,,
12/12/2018,Bacalhau Especial,Excesso humidade,Major,N,,,,,,,,
12/12/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
10/12/2018,Bacalhau Graúdo,Excesso humidade,Major,N,,,,,,,,
10/12/2018,Bacalhau Graúdo,Excesso humidade,Major,N,,,,,,,,
07/12/2018,Barrigas Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
07/12/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
06/12/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
06/12/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
05/12/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
05/12/2018,Bacalhau Islândia Crescido,Peso,Minor,N,,,,,,,,
05/12/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
04/12/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
04/12/2018,Bacalhau Islândia Crescido,Peso,Minor,N,,,,,,,,
03/12/2018,Bacalhau Especial Cura Amarela,Peso,Minor,N,,,,,,,,
03/12/2018,Bacalhau Islândia Especial,Parasitas,Major,N,,,,,,,,
30/11/2018,Bacalhau Islândia Especial,Excesso humidade,Major,N,,,,,,,,
29/11/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
28/11/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
28/11/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
27/11/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
26/11/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
23/11/2018,Bacalhau Sortido +3,Defeitos escala,Major,N,,,,,,,,
22/11/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
21/11/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
20/11/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
20/11/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
20/11/2018,Bacalhau Graúdo,Excesso humidade,Major,N,,,,,,,,
19/11/2018,Línguas,Defeitos embalamento,Minor,N,,,,,,,,
19/11/2018,Bacalhau Graúdo,Excesso humidade,Major,N,,,,,,,,
16/11/2018,Bacalhau Pacífico Sortido 1-2,Defeitos escala,Major,N,,,,,,,,
16/11/2018,Bacalhau Sortido 1-2,Peso,Minor,N,,,,,,,,
16/11/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
15/11/2018,Bacalhau Graúdo,Excesso humidade,Major,N,,,,,,,,
14/11/2018,Bacalhau Sortido +3,Defeitos escala,Major,N,,,,,,,,
13/11/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
13/11/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
12/11/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
09/11/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
08/11/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
06/11/2018,Bacalhau Sortido +3,Defeitos escala,Major,N,,,,,,,,
05/11/2018,Postas Bacalhau Pacífico,Rastreabilidade,Minor,S,,,,,,,,
05/11/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
02/11/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
02/11/2018,Bacalhau Islândia Graúdo,Rastreabilidade,Minor,N,,,,,,,,
31/10/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
31/10/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
30/10/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
29/10/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
25/10/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
25/10/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
25/10/2018,Bacalhau Sortido 1-2,Defeitos escala,Major,N,,,,,,,,
24/10/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
24/10/2018,Bacalhau Sortido +3,Defeitos escala,Major,N,,,,,,,,
23/10/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
22/10/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
19/10/2018,Bacalhau Corrente,Defeitos embalamento,Minor,N,,,,,,,,
19/10/2018,Bacalhau Sortido 2-3,Defeitos escala,Major,N,,,,,,,,
16/10/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
16/10/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
16/10/2018,Bacalhau Especial,Excesso humidade,Major,N,,,,,,,,
15/10/2018,Bacalhau Islândia Crescido,Peso,Minor,N,,,,,,,,
15/10/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
15/10/2018,Bacalhau Islândia Graúdo,Peso,Minor,N,,,,,,,,
12/10/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
10/10/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
10/10/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
10/10/2018,Bacalhau Pacífico Especial,Peso,Minor,N,,,,,,,,
10/10/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
10/10/2018,Bacalhau Especial,Rastreabilidade,Minor,N,,,,,,,,
09/10/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
08/10/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
04/10/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
03/10/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
02/10/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
02/10/2018,Bacalhau Pacífico Crescido,Defeitos escala,Major,N,,,,,,,,
01/10/2018,Bacalhau Pacífico Especial,Peso,Minor,N,,,,,,,,
01/10/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
01/10/2018,"Bacalhau Sortido 0,5-1",Peso,Minor,N,,,,,,,,
01/10/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
01/10/2018,Bacalhau Sortido 1-2,Rastreabilidade,Minor,N,,,,,,,,
28/09/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
27/09/2018,Bacalhau Sortido +3,Excesso humidade,Major,N,,,,,,,,
26/09/2018,Bacalhau Sortido 1-2,Defeitos escala,Major,N,,,,,,,,
26/09/2018,Bacalhau Sortido 2-3,Defeitos escala,Major,N,,,,,,,,
21/09/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
21/09/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
20/09/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
20/09/2018,Bacalhau Graúdo,Excesso humidade,Major,N,,,,,,,,
20/09/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
18/09/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
18/09/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
17/09/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
17/09/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
17/09/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
14/09/2018,Bacalhau Crescido,Erro Calibragem,Minor,N,,,,,,,,
13/09/2018,Bacalhau Islândia Especial,Erro Calibragem,Minor,N,,,,,,,,
12/09/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
10/09/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
10/09/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
07/09/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
06/09/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
05/09/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
30/08/2018,Bacalhau Sortido 1-2,Defeitos escala,Major,N,,,,,,,,
28/08/2018,Línguas,Defeitos embalamento,Minor,N,,,,,,,,
24/08/2018,Paloco Pacífico Desfiado,Rastreabilidade,Minor,N,,,,,,,,
23/08/2018,Bacalhau Pacífico Graúdo,Peso,Minor,N,,,,,,,,
23/08/2018,Bacalhau Sortido +3,Defeitos escala,Major,N,,,,,,,,
21/08/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
20/08/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
20/08/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
20/08/2018,Bacalhau Islândia Crescido,Peso,Minor,N,,,,,,,,
20/08/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
14/08/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
14/08/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
13/08/2018,Bacalhau Corrente,Rastreabilidade,Minor,N,,,,,,,,
13/08/2018,Bacalhau Pacífico Crescido,Defeitos escala,Major,N,,,,,,,,
08/08/2018,Bacalhau Pacífico Corrente,Defeitos escala,Major,N,,,,,,,,
07/08/2018,Bacalhau Pacífico Crescido,Defeitos escala,Major,N,,,,,,,,
01/08/2018,Bacalhau Pacífico Graúdo,Defeitos escala,Major,N,,,,,,,,
31/07/2018,Bacalhau Pacífico Crescido,Defeitos escala,Major,N,,,,,,,,
30/07/2018,Bacalhau Pacífico Corrente,Rastreabilidade,Minor,N,,,,,,,,
27/07/2018,Bacalhau Graúdo,Rastreabilidade,Minor,N,,,,,,,,
26/07/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
23/07/2018,Bacalhau Especial,Rastreabilidade,Minor,N,,,,,,,,
19/07/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
18/07/2018,Bacalhau Especial,Rastreabilidade,Minor,N,,,,,,,,
16/07/2018,Bacalhau Sortido 1-2,Peso,Minor,N,,,,,,,,
13/07/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
11/07/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
10/07/2018,Bacalhau Pacífico Crescido,Peso,Minor,N,,,,,,,,
06/07/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
06/07/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
04/07/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
27/06/2018,Paloco Pacífico Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
26/06/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
26/06/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
20/06/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
13/06/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
13/06/2018,Bacalhau Crescido,Excesso humidade,Major,N,,,,,,,,
12/06/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
11/06/2018,Rabos de Bacalhau,Perigo físico,Major,N,,,,,,,,
07/06/2018,Bacalhau Especial,Defeitos embalamento,Minor,N,,,,,,,,
06/06/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
04/06/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
29/05/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
29/05/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
29/05/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
29/05/2018,Bacalhau Crescido,Rastreabilidade,Minor,N,,,,,,,,
24/05/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
22/05/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
21/05/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
18/05/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
18/05/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
16/05/2018,Bacalhau Crescido,Rastreabilidade,Minor,N,,,,,,,,
15/05/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
14/05/2018,Bacalhau Sortido +3,Peso,Minor,N,,,,,,,,
09/05/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
08/05/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
07/05/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
07/05/2018,Bacalhau Sortido 1-2,Peso,Minor,N,,,,,,,,
07/05/2018,Bacalhau Noruega Especial,Defeitos embalamento,Minor,N,,,,,,,,
02/05/2018,Bacalhau Noruega Miúdo,Excesso humidade,Major,N,,,,,,,,
27/04/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
19/04/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
19/04/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
18/04/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
16/04/2018,Bacalhau Islândia Crescido,Peso,Minor,N,,,,,,,,
13/04/2018,Rabos de Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
13/04/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
12/04/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
11/04/2018,Bacalhau Pacífico Crescido,Temperatura elevada,Major,N,,,,,,,,
10/04/2018,Bacalhau Sortido 1-2,Peso,Minor,N,,,,,,,,
10/04/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
10/04/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
09/04/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
09/04/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
09/04/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
09/04/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
03/04/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
02/04/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
02/04/2018,Paloco Desfiado,Rastreabilidade,Minor,N,,,,,,,,
02/04/2018,Bacalhau Miúdo,Peso,Minor,N,,,,,,,,
28/03/2018,Caras Bacalhau,Rastreabilidade,Minor,N,,,,,,,,
26/03/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
26/03/2018,Bacalhau Graúdo,Peso,Minor,N,,,,,,,,
23/03/2018,Bacalhau Pacífico Graúdo,Peso,Minor,N,,,,,,,,
22/03/2018,Bacalhau Crescido,Peso,Minor,N,,,,,,,,
22/03/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
20/03/2018,Bacalhau Especial,Empoado,Major,N,,,,,,,,
15/03/2018,Bacalhau Sortido 2-3,Peso,Minor,N,,,,,,,,
12/03/2018,Bacalhau Noruega Especial,Rastreabilidade,Minor,N,,,,,,,,
09/03/2018,Bacalhau Islândia Graúdo,Peso,Minor,N,,,,,,,,
08/03/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
07/03/2018,Bacalhau Especial,Peso,Minor,N,,,,,,,,
06/03/2018,Bacalhau Islândia Especial,Peso,Minor,N,,,,,,,,
05/03/2018,Bacalhau Especial,Defeitos embalamento,Minor,N,,,,,,,,
02/03/2018,Paloco Pacífico Desfiado,Defeitos embalamento,Minor,N,,,,,,,,
